Sr No,date,startup,vertical,subvertical,city,investors,round,amount
357,2018-02-06,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,29.7507
358,2018-02-07,Swiggy,Food and Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,959.7
359,2018-02-08,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,959.7
360,2018-02-08,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,479.85
361,2018-02-09,healthifyme,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,115.164
362,2018-02-09,MedTel,Healthcare,Virtual health clinics,Bhubaneswar,British and Indian Governments,Private Equity,0.0
363,2018-02-09,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,Accel Partners,Private Equity,65.54751
363,2018-02-09,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,Sequoia Capital,Private Equity,65.54751
364,2018-02-09,WebEngage,Technology,Marketing Cloud for consumer businesses,Mumbai,Social Capital,Private Equity,0.0
365,2018-02-12,Lendingkart,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,834.939
366,2018-02-12,Wydr,Consumer Internet,B2B Marketplace,Gurugram,Bessemer Venture Partners,Private Equity,0.0
366,2018-02-12,Wydr,Consumer Internet,B2B Marketplace,Gurugram,Stellaris Venture Partners,Private Equity,0.0
366,2018-02-12,Wydr,Consumer Internet,B2B Marketplace,Gurugram,Axis Capital,Private Equity,0.0
366,2018-02-12,Wydr,Consumer Internet,B2B Marketplace,Gurugram,Singapore,Private Equity,0.0
366,2018-02-12,Wydr,Consumer Internet,B2B Marketplace,Gurugram,Jungle Venture Partners,Private Equity,0.0
367,2018-02-12,Cashify,E-Commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,8.974049133
368,2018-02-13,holachef,Food and Beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,2.9865864
369,2018-02-13,Awaaz De,Technology,Mobile Solutions for Social Impact,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,0.0
370,2018-02-13,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,Michael & Susan Dell Foundation,Private Equity,129.5595
370,2018-02-13,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,LGT Impact Ventures,Private Equity,129.5595
371,2018-02-14,Littlemore,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,28.791
372,2018-02-14,Toppr,Ed-Tech,Online Education Platform,Mumbai,Axis Capital Partners,Private Equity,0.9597
373,2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,Dewang Neralla,Private Equity,4.7985
373,2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,Mahesh Kothurkar,Private Equity,4.7985
373,2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,Atul Agarwal,Private Equity,4.7985
374,2018-02-14,MoneyOnMobile,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,47.985
375,2018-02-15,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,1.424521098
376,2018-02-15,Infibeam,E-Commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,59.78931
377,2018-02-16,happay,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,2.39925
378,2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,Mohammed Khan,Seed / Angel Funding,1.43955
378,2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,Sameer Narayan & Others,Seed / Angel Funding,1.43955
379,2018-02-19,AyeFinance,Finance,Online Lending,Gurugram,Hinduja Leyland Finance,Private Equity,36.4686
379,2018-02-19,AyeFinance,Finance,Online Lending,Gurugram,IntelleGrow,Private Equity,36.4686
380,2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed / Angel Funding,4.7985
381,2018-02-21,Udaan,E-Commerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,479.85
382,2018-02-21,Capillary,IT,SaaS,Bengaluru,Wargburg Pincus,Private Equity,191.94
382,2018-02-21,Capillary,IT,SaaS,Bengaluru,Sequoia,Private Equity,191.94
383,2018-02-21,The Healthy Billions,Healthcare,Analytics,Gurugram,Blume Ventures,Private Equity,20.1537
383,2018-02-21,The Healthy Billions,Healthcare,Analytics,Gurugram,HealthQuad and Fireside Ventures,Private Equity,20.1537
384,2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,PNC,Private Equity,0.0
384,2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,Citi Ventures,Private Equity,0.0
385,2018-02-26,Avishkaar Box,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,7.4136825
386,2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,Kris Gopalakrishnan,Private Equity,9.98088
386,2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,Pratithi Investment Trust,Private Equity,9.98088
386,2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,MEMG Family Office,Private Equity,9.98088
386,2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,S Gopal,Private Equity,9.98088
387,2018-02-27,Lollypop,Technology,Digital Design,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,0.0
388,2018-02-27,Trilyo,Technology,AI platform for hospitality industry,Mumbai,Startup Buddy,Seed / Angel Funding,2.39925
388,2018-02-27,Trilyo,Technology,AI platform for hospitality industry,Mumbai,Amit Manocha and others,Seed / Angel Funding,2.39925
389,2018-02-28,Gaana,Technology,Online Music Streaming,Gurugram,Tencent Holdings Ltd,Private Equity,1103.655
389,2018-02-28,Gaana,Technology,Online Music Streaming,Gurugram,Times Internet,Private Equity,1103.655
390,2018-02-28,Credy,IT,SaaS,Bengaluru,Y Combinator,Seed / Angel Funding,13.4358
390,2018-02-28,Credy,IT,SaaS,Bengaluru,Khosla Ventures,Seed / Angel Funding,13.4358
390,2018-02-28,Credy,IT,SaaS,Bengaluru,Vy Capital and others,Seed / Angel Funding,13.4358
391,2018-02-28,Predible Health,Healthcare,Cancer radiology,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,0.0
392,2018-01-02,CleverTap,Technology,Mobile App Analytics,Mumbai,Recruit Holdings,Angel / Seed Funding,0.0
392,2018-01-02,CleverTap,Technology,Mobile App Analytics,Mumbai,Sequoia Capital India,Angel / Seed Funding,0.0
392,2018-01-02,CleverTap,Technology,Mobile App Analytics,Mumbai,Accel Partners,Angel / Seed Funding,0.0
393,2018-01-04,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private,150.6729
394,2018-01-05,WOTU,E-commerce,Food and Beverages,Bengaluru,Claris Capital,Angel / Seed Funding,0.0
394,2018-01-05,WOTU,E-commerce,Food and Beverages,Bengaluru,Mumbai Angels Network,Angel / Seed Funding,0.0
395,2018-01-08,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,Rohan Agila,Angel / Seed Funding,0.0
396,2018-01-09,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,45.1059
397,2018-01-09,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,Undiscolsed,Seed/Angel Funding,23.9925
398,2018-01-10,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,18.52221
399,2018-01-10,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,180.80748
400,2018-01-10,Samunnati,Finance,Agricultural Loan,Chennai,responsAbility,Private Equity,225.5295
400,2018-01-10,Samunnati,Finance,Agricultural Loan,Chennai,Elevar Equity and Accel Partners,Private Equity,225.5295
401,2018-01-10,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,347.69931
402,2018-01-12,Kuants,Technology,Algorithmic Trading,Gurgaon,Pankaj Chopra,Angel / Seed Funding,0.76776
402,2018-01-12,Kuants,Technology,Algorithmic Trading,Gurgaon,Ankush Gupta,Angel / Seed Funding,0.76776
403,2018-01-12,Razorpay,Technology,Payment Gateway,Bengaluru,Tiger Global,Private Equity,191.94
403,2018-01-12,Razorpay,Technology,Payment Gateway,Bengaluru,Y Combinator,Private Equity,191.94
404,2018-01-15,Streak,Technology,Algorithmic Trading,Bengaluru,Indian fintech fund,Angel / Seed Funding,3.4030962
404,2018-01-15,Streak,Technology,Algorithmic Trading,Bengaluru,Rainmatter,Angel / Seed Funding,3.4030962
405,2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,Sunil Kant Munjal,Private Equity,239.925
405,2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,Hero Electronixs corporate financing arm,Private Equity,239.925
405,2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,Electronic Development Fund,Private Equity,239.925
406,2018-01-15,Newgen Software,Technology,IT,New Delhi,Goldman Sachs,Private Equity,191.94
406,2018-01-15,Newgen Software,Technology,IT,New Delhi,hedge fund & Others,Private Equity,191.94
407,2018-01-17,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,9.597
408,2018-01-18,ShareChat,Technology,Social,Bengaluru,Xiaomi Singapore,Private Equity,174.6654
408,2018-01-18,ShareChat,Technology,Social,Bengaluru,Shunwei Capital,Private Equity,174.6654
409,2018-01-22,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed Funding,3.8388
410,2018-01-22,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Lionrock Capital,Private Equity,23.9925
411,2018-01-22,Skillate,Technology,Artificial Intellegence,Bengaluru,Incubate Fund India,Private Equity,0.0
411,2018-01-22,Skillate,Technology,Artificial Intellegence,Bengaluru,Anuj Agrawal,Private Equity,0.0
412,2018-01-22,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,38.388
413,2018-01-22,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,30.7104
414,2018-01-23,Milkbasket,E-commerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,28.791
415,2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,LeapFrog Investments,Private Equity,451.059
415,2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,Aspada Investment,Private Equity,451.059
415,2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,Quona Capital,Private Equity,451.059
416,2018-01-24,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,82.5342
417,2018-01-24,Aye Finance,Finance,Online Lending,Gurugram,IFMR Capital,Term Loan,59.88528
418,2018-01-25,Glassic,Ecommerce,Eyewear,Bengaluru,Chennai Angels,Angel / Seed Funding,0.0
418,2018-01-25,Glassic,Ecommerce,Eyewear,Bengaluru,Lead Angels,Angel / Seed Funding,0.0
418,2018-01-25,Glassic,Ecommerce,Eyewear,Bengaluru,LetsVenture,Angel / Seed Funding,0.0
419,2018-01-25,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,9.597
420,2018-01-26,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,71.0178
421,2018-01-29,eKincare,Healthcare,Technology,Hyderabad,Ventureast,Private Equity,14.3955
421,2018-01-29,eKincare,Healthcare,Technology,Hyderabad,Endiya Partners,Private Equity,14.3955
421,2018-01-29,eKincare,Healthcare,Technology,Hyderabad,Eight Roads Ventures,Private Equity,14.3955
421,2018-01-29,eKincare,Healthcare,Technology,Hyderabad,Touchstone Equities,Private Equity,14.3955
421,2018-01-29,eKincare,Healthcare,Technology,Hyderabad,BVR Mohan Reddy,Private Equity,14.3955
422,2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Shivani Singh,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Rahul Maroli,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Mitesh Shah,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Venture Catalysts,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Alfa Capital,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Green Shots Capital,Private Equity,9.597
423,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Real Time Ventures.,Private Equity,9.597
424,2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,479.85
425,2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,Axilor Ventures,Angel / Seed Funding,4.7985
425,2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,Newfort Capital,Angel / Seed Funding,4.7985
426,2018-01-30,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,72.9372
427,2018-01-30,CureFit,Healthcare,Fitness,Bengaluru,HDFC Bank,Debt Funding,95.97
427,2018-01-30,CureFit,Healthcare,Fitness,Bengaluru,Axis Bank,Debt Funding,95.97
428,2018-01-31,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,42.2268
429,2017-12-01,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,0.0
430,2017-12-05,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Google,Private Equity,118.0431
431,2017-12-05,Tata Housing,Real Estate,Residential Project,Mumbai,Hines,Private Equity,220.731
432,2017-12-05,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,9.597
433,2017-12-05,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed/Angel Funding,4.7985
434,2017-12-06,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,Apis Partner,Private Equity,575.82
434,2017-12-06,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,Eight Roads Ventures,Private Equity,575.82
434,2017-12-06,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,Bamboo Capital Partners,Private Equity,575.82
435,2017-12-06,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,67.179
436,2017-12-07,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,95.97
437,2017-12-07,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,29.7507
438,2017-12-07,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,7.19775
439,2017-12-07,eShakti,Ecommerce,"""Women\\'s Fashion Clothing Online Platform""",Chennai,IDG Ventures,Debt Funding,22.0731
440,2017-12-08,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,47.985
441,2017-12-11,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,Singapore Angel Network,Private Equity,14.3955
441,2017-12-11,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,Mumbai Angel,Private Equity,14.3955
442,2017-12-11,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,0.47985
443,2017-12-11,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed/Angel Funding,0.47985
444,2017-12-11,Furlenco,Technology,Furniture Rental Platform,Bengaluru,Aamir Khan,Debt Funding,11.5164
445,2017-12-12,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,17.2746
446,2017-12-12,Fracktal Works,Technology,Platform based on 3D printing and Digital Manufacturing,Bengaluru,Hyderabad Angels,Seed/Angel Funding,0.0
447,2017-12-12,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,167.9475
448,2017-12-12,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed/Angel Funding,2.236101
449,2017-12-13,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,259.119
450,2017-12-13,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,259.119
451,2017-12-13,DocsApp,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Venture Partners,Private Equity,69.0984
452,2017-12-13,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,Mohan Tanksale,Private Equity,0.0
452,2017-12-13,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,Kiran Shetty,Private Equity,0.0
452,2017-12-13,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,Darshak Shah,Private Equity,0.0
452,2017-12-13,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,Mandar Mhatre,Private Equity,0.0
453,2017-12-14,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Investments,Private Equity,67.179
454,2017-12-14,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Partners,Private Equity,57.582
455,2017-12-14,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,2.39925
456,2017-12-14,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,Accel Partners,Private Equity,95.97
456,2017-12-14,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,Sequoia Capital,Private Equity,95.97
456,2017-12-14,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,RB Investments,Private Equity,95.97
457,2017-12-14,WeDoSky,Technology,Provides Business Insights using Drone Imaginary,Delhi,Mumbai Angels Network,Private Equity,0.0
458,2017-12-15,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,Mountain Pain Capital,Seed/Angel Funding,5.153589
458,2017-12-15,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,Suncoast Investments,Seed/Angel Funding,5.153589
459,2017-12-15,Cash Suvidha,E-Commerce,Online Micro-Lending Platform,Delhi,Undiscolsed,Debt Funding,25.9119
460,2017-12-18,Sky Met Weather,Technology,Weather Forecast Platform,Noida,InsuResillience Investment Fund,Private Equity,0.0
461,2017-12-19,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,Costanoa,Private Equity,91.1715
461,2017-12-19,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,Learn Capital,Private Equity,91.1715
461,2017-12-19,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,Jyoti Bansal,Private Equity,91.1715
462,2017-12-19,Peel Works,Technology,SaaS based Big Data Analytics Platform,Mumbai,Unilever Ventures,Private Equity,0.0
463,2017-12-19,9Stacks,Technology,Online Poker Platform,Delhi,Swati Gupta,Private Equity,14.3955
